,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,DUPLICATION AGREED,ORIGINAL MSG
118,6286878c90ff2413f6a06cca,2022-05-19T18:08:12.142Z,acidlazzer#5796,karmaticacid#1218,,628681c990ff2413f6a06b53,628681c990ff2413f6a06b53,0,628681c990ff2413f6a06b53,AmwFund#0979,innov8tor3#3988,liviade#1387,divine_comedian#5493,4.63,False,
132,6286886190ff2413f6a06d24,2022-05-19T18:11:45.407Z,Tam2140#9361,Juankbell#7458,,6286813a90ff2413f6a06b34,0,0,0,AmwFund#0979,boonjue.eth#7124,zhiwei#1356,osycross(🦎🦎)#5943,7.38,False,
134,628688aa90ff2413f6a06d32,2022-05-19T18:12:58.152Z,Tam2140#9361,GideonRo#3175,,6286813a90ff2413f6a06b34,0,0,0,AmwFund#0979,boonjue.eth#7124,zhiwei#1356,osycross(🦎🦎)#5943,10.63,False,
135,6286890590ff2413f6a06d39,2022-05-19T18:14:29.404Z,GideonRo#3175,Tam2140#9361,,0,6286834590ff2413f6a06bdb,62867f1990ff2413f6a06b18,0,tigeroid#2951,innov8tor3#3988,liviade#1387,Usua◎ Silver#2618,9.51,False,
182,628a377b90ff2413f6a06e31,2022-05-22T13:15:39.954Z,Juankbell#7458,Jeremy&TheGospelOfChange#8201,,0,0,0,6286829a90ff2413f6a06b93,pat.zip (TE Academy)#5266,innov8tor3#3988,teaci#6108,osycross(🦎🦎)#5943,16.1,False,
188,628bcc3790ff2413f6a06e68,2022-05-23T18:02:31.906Z,alantv#0964,acidlazzer#5796,,0,0,0,628288ba90ff2413f6a06a39,pat.zip (TE Academy)#5266,Vyvy-vi#5040,liviade#1387,osycross(🦎🦎)#5943,2.58,False,
189,628bcc3890ff2413f6a06e6d,2022-05-23T18:02:32.484Z,johnjonas#2307,acidlazzer#5796,,0,0,0,628288bc90ff2413f6a06a3e,pat.zip (TE Academy)#5266,Vyvy-vi#5040,zhiwei#1356,osycross(🦎🦎)#5943,3.58,False,
192,628bd28090ff2413f6a06e7f,2022-05-23T18:29:20.336Z,BiancaGadelha#2667,acidlazzer#5796,,0,0,0,6286827590ff2413f6a06b85,tigeroid#2951,boonjue.eth#7124,zhiwei#1356,osycross(🦎🦎)#5943,11.03,False,
227,628e997c90ff2413f6a06f41,2022-05-25T21:02:52.681Z,Nebs#2035,divine_comedian#5493,,0,0,0,628683b790ff2413f6a06bf9,tigeroid#2951,innov8tor3#3988,teaci#6108,osycross(🦎🦎)#5943,23.8,False,
230,628ea77c90ff2413f6a06f56,2022-05-25T22:02:36.417Z,acidlazzer#5796,BiancaGadelha#2667,,0,628ea67f90ff2413f6a06f4f,0,0,AmwFund#0979,innov8tor3#3988,liviade#1387,divine_comedian#5493,3.27,False,
232,628f43aa90ff2413f6a06f65,2022-05-26T09:08:58.118Z,Juankbell#7458,innov8tor3#3988,,628f434e90ff2413f6a06f5d,628f434e90ff2413f6a06f5d,0,628f434e90ff2413f6a06f5d,pat.zip (TE Academy)#5266,innov8tor3#3988,teaci#6108,osycross(🦎🦎)#5943,1.57,False,
243,628fc24890ff2413f6a06fa9,2022-05-26T18:09:12.182Z,Zeptimus#3359,Juankbell#7458,,628687af90ff2413f6a06ce3,628687af90ff2413f6a06ce3,0,628687af90ff2413f6a06ce3,pat.zip (TE Academy)#5266,boonjue.eth#7124,teaci#6108,divine_comedian#5493,4.8,False,
245,628fc24890ff2413f6a06fb1,2022-05-26T18:09:12.744Z,pat.zip (TE Academy)#5266,Juankbell#7458,,628687b090ff2413f6a06ceb,628687b090ff2413f6a06ceb,0,628687b090ff2413f6a06ceb,tigeroid#2951,Vyvy-vi#5040,liviade#1387,osycross(🦎🦎)#5943,1.25,False,
251,628fca8990ff2413f6a06fd8,2022-05-26T18:44:25.091Z,Gaian#8075,Zeptimus#3359,,628fbde190ff2413f6a06f9e,628fbde190ff2413f6a06f9e,0,0,AmwFund#0979,innov8tor3#3988,teaci#6108,Usua◎ Silver#2618,3.5,False,
266,628fce7290ff2413f6a0702e,2022-05-26T19:01:06.140Z,Gaian#8075,Tam2140#9361,,628fbde190ff2413f6a06f9e,628fbde190ff2413f6a06f9e,0,0,AmwFund#0979,innov8tor3#3988,teaci#6108,Usua◎ Silver#2618,3.5,False,
267,628fd01690ff2413f6a07038,2022-05-26T19:08:06.782Z,Lovis#5529,liviade#1387,,628fce4790ff2413f6a07027,0,0,0,pat.zip (TE Academy)#5266,boonjue.eth#7124,teaci#6108,osycross(🦎🦎)#5943,13.7,False,
271,62900aac90ff2413f6a0705e,2022-05-26T23:18:04.069Z,Juankbell#7458,liviade#1387,,0,0,0,628fd70690ff2413f6a0703f,pat.zip (TE Academy)#5266,innov8tor3#3988,teaci#6108,osycross(🦎🦎)#5943,18.77,False,
273,62900ad790ff2413f6a07069,2022-05-26T23:18:47.604Z,Mert Ozd#6679,liviade#1387,,0,0,0,628681e690ff2413f6a06b5e,pat.zip (TE Academy)#5266,innov8tor3#3988,zhiwei#1356,osycross(🦎🦎)#5943,19.32,False,
280,6290126190ff2413f6a0708e,2022-05-26T23:50:57.427Z,zhiwei#1356,liviade#1387,,0,628fc41e90ff2413f6a06fc6,0,0,pat.zip (TE Academy)#5266,boonjue.eth#7124,teaci#6108,divine_comedian#5493,32.07,False,
294,629017a790ff2413f6a070da,2022-05-27T00:13:27.992Z,Gaian#8075,GideonRo#3175,,628fbde190ff2413f6a06f9e,628fbde190ff2413f6a06f9e,0,0,AmwFund#0979,innov8tor3#3988,teaci#6108,Usua◎ Silver#2618,3.5,False,
296,6290181290ff2413f6a070e8,2022-05-27T00:15:14.657Z,jasontphelpsNH#9486,GideonRo#3175,,0,628fa18090ff2413f6a06f6c,0,0,AmwFund#0979,innov8tor3#3988,zhiwei#1356,osycross(🦎🦎)#5943,14.28,False,
335,629105fe90ff2413f6a071c3,2022-05-27T17:10:22.620Z,Mount Manu#3530,mattyjee#8621,,6286831390ff2413f6a06bc5,6286831390ff2413f6a06bc5,6286831390ff2413f6a06bc5,0,pat.zip (TE Academy)#5266,innov8tor3#3988,liviade#1387,Usua◎ Silver#2618,13.23,False,
