USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
BiancaGadelha#2667,0x1375847014ba64517210cbfe185808232cf45d4a,4.416539861570248,0.0,0.0,0.0,4.416539861570248
enti#1546,0x6897abe0fd62b589260784b21f4ca3f78a0d8017,4.416539861570248,0.0,0.0,0.0,4.416539861570248
kristofer#1475,0xa32aecda752cf4ef89956e83d60c04835d4fa867,3.771427297520661,0.0,0.0,0.0,3.771427297520661
durgadas#9280,0xff6d6a7718a234a84f740480dbb07f6c09cf1cd5,2.9774426033057853,0.0,0.0,0.0,2.9774426033057853
innov8tor3#3988,0xbcad90f4a1ed4067d9bc33d4089ff18a82250253,2.332330039256198,0.0,0.0,0.0,2.332330039256198
Jeremy&TheGospelOfChange#8201,0xca63608615de005339652c0eca93c5836eb0c2bd,2.0842098223140497,0.0,0.0,0.0,2.0842098223140497
Juankbell#7458,0x7d547666209755fb833f9b37eebea38ebf513abb,2.0842098223140497,0.0,0.0,0.0,2.0842098223140497
bear100#9085,0x47a5ba5be900fc22ad31bec4c1ff54df8e67cd70,1.9353376921487602,0.0,0.0,0.0,1.9353376921487602
EFRA#7972,0x438cddcc8e6f0e0e18ce33f6b5a8ffcfab5a999c,0.0,0.46701725,9.0,0.0,0.46701725
Mettodo#7010,0x7710e7e881333fd3396ca5966bed6e72746b612d,0.0,0.46701725,9.0,0.0,0.46701725
PhilH#1102,0xaa01dec5307cf17f20881a3286dcaa062578cea7,0.0,0.46701725,9.0,0.0,0.46701725
divine_comedian#5493,0x320c338bcf70baaae26e96201c33b48105bc62c2,0.0,0.46701725,9.0,0.0,0.46701725
missing username,0x1409a9ef3450d5d50aad004f417436e772fbf8fc,0.0,0.0,0.0,0.266867,0.266867
missing username,0x3f20a6fe04b3a4b37bbbbea826ae23be56baed74,0.0,0.0,0.0,0.266867,0.266867
missing username,0x0bf920dfe6d36829ab5b0e153857d4ca689e46fb,0.0,0.0,0.0,0.266867,0.266867
