index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,SCORE 4,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,DISMISSED 1,DISMISSED 2,DISMISSED 3,DISMISSED 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,SPREAD
0,643ecab26b7c30df7f848e81,2023-04-18T16:52:02.446Z,Isaac (enti)#1546,natesuits#4789,for all of the incredibly hard work he has put into the development of our first Grants program.  Truly great work.,21,144,,13,,,,,False,False,False,False,lee0007#8152,divine_comedian#5493,bends#3537,Nuggan#5183,59.33,131.0
22,644abf466b7c30df7f848fa5,2023-04-27T18:30:30.983Z,Isaac (enti)#1546,JHennyArt#2106,amazing work managing and conducting the Grants program products co ordinating with multiple entities,21,144,,13,643ecab26b7c30df7f848e81,,,,False,False,False,False,lee0007#8152,divine_comedian#5493,bends#3537,Nuggan#5183,53.03,131.0
38,6451bebbaa00d4958234dbd1,2023-05-03T01:54:03.966Z,Isaac (enti)#1546,bear100#9085,for leading and managing the grants program with such strength and clarity,21,144,,13,643ecab26b7c30df7f848e81,,,,False,False,False,False,lee0007#8152,divine_comedian#5493,bends#3537,Nuggan#5183,53.03,131.0
51,64542a65aa00d4958234dc8c,2023-05-04T21:57:57.314Z,ygg_anderson#4998,liviade#1387,"for proactively helping to organize the te study group, creating a one stoo shop and improving our stakeholder reach out list",5,55,,13,,,,,False,False,False,False,lee0007#8152,divine_comedian#5493,bends#3537,pat.zip (TE Academy)#5266,24.33,50.0
11,644abb426b7c30df7f848f28,2023-04-27T18:13:22.489Z,Isaac (enti)#1546,GideonRo#3175,for stepping up and leading on both the grants program and redesign of the project management process. Awesome job!,21,55,,13,643ecab26b7c30df7f848e81,,,,False,False,False,False,lee0007#8152,divine_comedian#5493,bends#3537,Nuggan#5183,23.37,42.0
41,6451bfaaaa00d4958234dbfe,2023-05-03T01:58:02.121Z,GideonRo#3175,bear100#9085,"for driving with such grace all the crucial strategy work, the relationships with major stakeholders and the partnership with the TEA. Massive work!",21,55,,21,,,,,False,False,False,False,r33pich33p#6906,divine_comedian#5493,bends#3537,pat.zip (TE Academy)#5266,32.33,34.0
60,64542e04aa00d4958234dd16,2023-05-04T22:13:24.478Z,jeffersonlicet#6430,liviade#1387,for going the extra mile after the te study interview and inviting his coleagues that will also be great for the study.,34,5,,8,,,,,False,False,False,False,r33pich33p#6906,divine_comedian#5493,bends#3537,Nuggan#5183,15.67,29.0
52,64542aaaaa00d4958234dc9b,2023-05-04T21:59:06.353Z,ygg_anderson#4998,liviade#1387,for rapidily sending out invitations to the stakeholders in his list and for having a great turnout of interviews from the people he invited in our first and second week.,5,34,,21,,,,,False,False,False,False,lee0007#8152,divine_comedian#5493,bends#3537,pat.zip (TE Academy)#5266,20.0,29.0
35,644b1b826b7c30df7f849060,2023-04-28T01:04:02.795Z,acidlazzer#5796,Isaac (enti)#1546,for the design support through all this!,5,34,,8,,,,,False,False,False,False,lee0007#8152,divine_comedian#5493,bends#3537,Nuggan#5183,15.67,29.0
40,6451bf62aa00d4958234dbef,2023-05-03T01:56:50.657Z,acidlazzer#5796,bear100#9085,for contributing with great designs for the grants program comms work,5,34,,8,,644b1b826b7c30df7f849060,,,False,False,False,False,lee0007#8152,divine_comedian#5493,bends#3537,Nuggan#5183,5.47,29.0
48,645429b4aa00d4958234dc67,2023-05-04T21:55:00.503Z,danlessa#2831,liviade#1387,for a very sophisticated financial solution he found for the te study group. We had tried many approaches before and he nailed it with his spreadsheet math magic,8,34,,8,,,,,False,False,False,False,lee0007#8152,divine_comedian#5493,bends#3537,Nuggan#5183,16.67,26.0
1,643ecb5b6b7c30df7f848e90,2023-04-18T16:54:51.187Z,bear100#9085,natesuits#4789,"for the amazing work he has put into guiding us through our transitional phase of the TEC, all while managing operations and administration that keeps the coordination team accountable to the community.",8,21,34.0,13,,,,,False,False,False,False,lee0007#8152,Maxwe11#7157,GideonRo#3175,Nuggan#5183,19.0,26.0
