index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DISMISSED 1,DISMISSED 2,DISMISSED 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
924,621f79e243b89009366c8bd9,2021-08-26T22:00:00.000Z,VitorNunes#0090,iviangita#3204,for working on the params and there’s tons of work there,34.0,89,3.0,,,,False,False,False,teaci#6108,Vyvy-vi#5040,kristofer#1475,42.0,86.0
286,621f79e243b89009366c88f8,2021-08-11T22:00:00.000Z,chuygarcia.eth#6692,karmaticacid#1218,for TEC unconference video,5.0,89,13.0,,621f79e143b89009366c883a,,False,False,False,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,8.97,84.0
225,621f79e143b89009366c883a,2021-08-05T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for the TEC Unconference Aftermovie and all the great photos from Paris 🤩,5.0,89,34.0,,,,False,False,False,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,42.67,84.0
494,621f79e243b89009366c89e1,2021-08-16T22:00:00.000Z,pKrepe#5682,"griff (💜, 💜)#8888",for diving into the 4-hour hack sesh on sunday! So much progress made!,8.0,89,21.0,,,,False,False,False,Sha#6179,acidlazzer#5796,bends#3537,39.33,81.0
932,621f79e243b89009366c8be1,2021-08-26T22:00:00.000Z,VitorNunes#0090,iviangita#3204,for all the work they’ve been doing in params,13.0,89,8.0,,621f79e243b89009366c8bd9,,False,False,False,teaci#6108,Vyvy-vi#5040,kristofer#1475,9.97,81.0
492,621f79e243b89009366c89df,2021-08-16T22:00:00.000Z,karmaticacid#1218,"griff (💜, 💜)#8888",for diving into the 4-hour hack sesh on sunday! So much progress made!,34.0,89,13.0,,,,False,False,False,innov8tor3#3988,acidlazzer#5796,bends#3537,45.33,76.0
310,621f79e243b89009366c8912,2021-08-12T22:00:00.000Z,BK#7471,iviangita#3204,for hosting the TEC Labs for 2 weeks while YGG was traveling,13.0,89,55.0,,,,False,False,False,PhilH#1102,Mount Manu#3530,calazki#3961,52.33,76.0
1104,621f79e243b89009366c8ca0,2021-08-30T22:00:00.000Z,hernandoagf#3014,Jolie_Ze#0295,"for for his consistent efforts to help me adapt the \""pollen bot\"" to different sourcecred users. He's been helping me in DMs for weeks now and makes himself super available. Eventually this will lead to a template bot for users of sourcecred to automate opt-ins for payouts, merging and activating identities across the ecosystem",89.0,13,34.0,,,,False,False,False,innov8tor3#3988,Mount Manu#3530,Usua◎ Silver#2618,45.33,76.0
210,621f79e143b89009366c882b,2021-08-05T22:00:00.000Z,VitorNunes#0090,markop#2007,for helping with the ABC Module design of the Commons Upgrade Dashboard.,13.0,89,55.0,,,621f79e143b89009366c87e3,False,False,False,teaci#6108,Vyvy-vi#5040,kristofer#1475,35.83,76.0
371,621f79e243b89009366c894f,2021-08-12T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for the TEC Unconference video,13.0,89,13.0,,621f79e143b89009366c883a,,False,False,False,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,11.63,76.0
840,621f79e243b89009366c8b85,2021-08-26T22:00:00.000Z,elessar.eth#7945,iviangita#3204,for the work on EVM-crispr,21.0,89,89.0,,,,False,False,False,PhilH#1102,Vyvy-vi#5040,Usua◎ Silver#2618,66.33,68.0
829,621f79e243b89009366c8b7a,2021-08-26T22:00:00.000Z,liviade#1387,iviangita#3204,for taking a week of vacay,0.0,8,55.0,,621f79e243b89009366c8b65,,True,False,False,Sha#6179,tigeroid#2951,Mettodo#7010,18.6,55.0
930,621f79e243b89009366c8bdf,2021-08-26T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for jumping back and leading comms,1.0,55,21.0,,,,False,False,False,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,25.67,54.0
796,621f79e243b89009366c8b4e,2021-08-24T22:00:00.000Z,natesuits#4789,"griff (💜, 💜)#8888",for coming to the Params hack sesh on sunday!,5.0,1,55.0,,,,False,False,False,innov8tor3#3988,Parrachia#0450,calazki#3961,20.33,54.0
588,621f79e243b89009366c8a3f,2021-08-19T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for sharing the Giveth Covenant with Livia,55.0,8,1.0,,,,False,False,False,innov8tor3#3988,acidlazzer#5796,bends#3537,21.33,54.0
111,621f79e143b89009366c87c0,2021-08-05T22:00:00.000Z,VitorNunes#0090,iviangita#3204,for working on the params,21.0,55,3.0,,,,False,False,False,teaci#6108,Vyvy-vi#5040,kristofer#1475,26.33,52.0
96,621f79e143b89009366c87b1,2021-08-05T22:00:00.000Z,elessar.eth#7945,iviangita#3204,for the super cool https://nft.tecommons.org/,55.0,3,34.0,,,,False,False,False,PhilH#1102,Vyvy-vi#5040,Usua◎ Silver#2618,30.67,52.0
260,621f79e243b89009366c88de,2021-08-11T22:00:00.000Z,Nuggan#5183,divine_comedian#5493,for their work on the Commons Config Dashboard,55.0,3,8.0,621f79e143b89009366c8750,,,False,False,False,Sha#6179,Tam2140#9361,bends#3537,5.5,52.0
391,621f79e243b89009366c8963,2021-08-12T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for working on the dashboard and the debates on the language to use for the commons upgrade,3.0,21,55.0,,,621f79e143b89009366c882a,False,False,False,PhilH#1102,acidlazzer#5796,calazki#3961,9.83,52.0
1096,621f79e243b89009366c8c96,2021-08-29T22:00:00.000Z,JessicaZartler#2263,akrtws (TE Academy)#4246,for representing TE Commons at the CryptoCommonsGathering 2021 https://www.crypto-commons.org/ccg-21,55.0,3,8.0,,,,False,False,False,innov8tor3#3988,Vyvy-vi#5040,kristofer#1475,22.0,52.0
972,621f79e243b89009366c8c09,2021-08-26T22:00:00.000Z,acidlazzer#5796,iviangita#3204,for all the great design work you’ve been doing recently,13.0,3,55.0,621f79e243b89009366c8b6e,,621f79e243b89009366c8b6e,False,False,False,AmwFund#0979,Tam2140#9361,divine_comedian#5493,3.27,52.0
27,621f79e143b89009366c8768,2021-08-02T22:00:00.000Z,elessar.eth#7945,"sem(🌸,🐝)#0161",for helping as well in the NFT page,55.0,3,8.0,621f79e143b89009366c87b1,,,False,False,False,PhilH#1102,Vyvy-vi#5040,Usua◎ Silver#2618,5.5,52.0
227,621f79e143b89009366c883d,2021-08-05T22:00:00.000Z,iviangita#3204,Zeptimus#3359,for being active and checking out all our discord channels to help our community🧡,3.0,55,3.0,,,,False,False,False,innov8tor3#3988,Zeptimus#3359,enti#1546,20.33,52.0
983,621f79e243b89009366c8c14,2021-08-26T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for all the commons config dashboard stuff,55.0,3,8.0,,,,False,False,False,innov8tor3#3988,acidlazzer#5796,bends#3537,22.0,52.0
580,621f79e243b89009366c8a37,2021-08-19T22:00:00.000Z,markop#2007,iviangita#3204,"for all the work on the CCD, the designs, comments, user testing and making things understandable for people",3.0,55,55.0,621f79e243b89009366c8965,,,False,False,False,AmwFund#0979,Parrachia#0450,Usua◎ Silver#2618,36.77,52.0
448,621f79e243b89009366c89af,2021-08-12T22:00:00.000Z,JessicaZartler#2263,anna-marie#8824,for the governauts research project,55.0,55,3.0,,,,False,False,False,innov8tor3#3988,Vyvy-vi#5040,kristofer#1475,37.67,52.0
1117,621f79e243b89009366c8cad,2021-08-30T22:00:00.000Z,iviangita#3204,"griff (💜, 💜)#8888",for working so hard on the Param Tweet Thread,55.0,13,5.0,,,,False,False,False,innov8tor3#3988,Zeptimus#3359,enti#1546,24.33,50.0
592,621f79e243b89009366c8a43,2021-08-19T22:00:00.000Z,natesuits#4789,iviangita#3204,for stepping up in so many fronts and doing amazing work,5.0,55,8.0,,,621f79e243b89009366c8a34,False,False,False,innov8tor3#3988,Parrachia#0450,calazki#3961,20.27,50.0
344,621f79e243b89009366c8934,2021-08-12T22:00:00.000Z,VitorNunes#0090,iviangita#3204,for working on the Config Dashboard,5.0,21,55.0,,,621f79e143b89009366c87e3,False,False,False,teaci#6108,Vyvy-vi#5040,kristofer#1475,10.5,50.0
313,621f79e243b89009366c8915,2021-08-12T22:00:00.000Z,Nuggan#5183,iviangita#3204,for the work they’ve been doing in the Commons Upgrade Dashboard,55.0,5,8.0,621f79e143b89009366c8750,,,False,False,False,Sha#6179,Tam2140#9361,bends#3537,6.17,50.0
818,621f79e243b89009366c8b6e,2021-08-25T22:00:00.000Z,acidlazzer#5796,karmaticacid#1218,for making awesome TEC graphics on demand,13.0,5,55.0,,,,False,False,False,AmwFund#0979,Tam2140#9361,divine_comedian#5493,24.33,50.0
929,621f79e243b89009366c8bde,2021-08-26T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for working on the params and there’s tons of work there,5.0,55,21.0,,,,False,False,False,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,27.0,50.0
837,621f79e243b89009366c8b82,2021-08-26T22:00:00.000Z,Nuggan#5183,iviangita#3204,for the backend work on the dashboard,55.0,5,13.0,621f79e143b89009366c8750,,,False,False,False,Sha#6179,Tam2140#9361,bends#3537,7.83,50.0
311,621f79e243b89009366c8913,2021-08-12T22:00:00.000Z,VitorNunes#0090,iviangita#3204,for the work they’ve been doing in the Commons Upgrade Dashboard,5.0,21,55.0,,,621f79e143b89009366c87e3,False,False,False,teaci#6108,Vyvy-vi#5040,kristofer#1475,10.5,50.0
145,621f79e143b89009366c87e2,2021-08-05T22:00:00.000Z,Nuggan#5183,divine_comedian#5493,for their hard work building the config dashboard python code,55.0,5,21.0,621f79e143b89009366c8750,,,False,False,False,Sha#6179,Tam2140#9361,bends#3537,10.5,50.0
67,621f79e143b89009366c8794,2021-08-03T22:00:00.000Z,JessicaZartler#2263,liviade#1387,for leading a CS + TEC comms meeting to align both hatch comms strategies ⚡,55.0,5,5.0,,,,False,False,False,innov8tor3#3988,Vyvy-vi#5040,kristofer#1475,21.67,50.0
958,621f79e243b89009366c8bfb,2021-08-26T22:00:00.000Z,Nuggan#5183,iviangita#3204,for their time getting involved in the dashboard,55.0,5,5.0,621f79e143b89009366c8750,,,False,False,False,Sha#6179,Tam2140#9361,bends#3537,5.17,50.0
630,621f79e243b89009366c8a69,2021-08-19T22:00:00.000Z,iviangita#3204,Mount Manu#3530,"for the really great work on Twitter, engaging with everyone",55.0,21,5.0,,,621f79e143b89009366c87bd,False,False,False,innov8tor3#3988,Zeptimus#3359,enti#1546,25.5,50.0
863,621f79e243b89009366c8b9c,2021-08-26T22:00:00.000Z,fabiomendes#4802,iviangita#3204,for being our developer ninjas,55.0,5,21.0,,,,False,False,False,Sha#6179,Tam2140#9361,Usua◎ Silver#2618,27.0,50.0
284,621f79e243b89009366c88f6,2021-08-11T22:00:00.000Z,iviangita#3204,karmaticacid#1218,"for keeping things organized, typing out the praise, managing the twitter and being a total rockstart",55.0,34,5.0,,,,False,False,False,innov8tor3#3988,Zeptimus#3359,enti#1546,31.33,50.0
392,621f79e243b89009366c8964,2021-08-12T22:00:00.000Z,Nuggan#5183,iviangita#3204,for working on the dashboard and the debates on the language to use for the commons upgrade,55.0,5,21.0,621f79e143b89009366c8750,,,False,False,False,Sha#6179,Tam2140#9361,bends#3537,10.5,50.0
277,621f79e243b89009366c88ef,2021-08-11T22:00:00.000Z,DanKnobelsdorf#0326,karmaticacid#1218,for helping sort through and support people into the trusted seed,5.0,55,34.0,,,621f79e243b89009366c88e6,False,False,False,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,21.13,50.0
1136,621f79e243b89009366c8cc1,2021-08-30T22:00:00.000Z,natesuits#4789,Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,55.0,5,8.0,,,,False,False,False,innov8tor3#3988,Parrachia#0450,calazki#3961,22.67,50.0
367,621f79e243b89009366c894b,2021-08-12T22:00:00.000Z,Nuggan#5183,iviangita#3204,for all the work in the Commons Dashboard and the whole process,55.0,5,13.0,621f79e143b89009366c8750,,,False,False,False,Sha#6179,Tam2140#9361,bends#3537,7.83,50.0
18,621f79e143b89009366c875f,2021-08-02T22:00:00.000Z,Zeptimus#3359,liviade#1387,for taking the leadership on improving our communication and coherence of the advice process,13.0,5,55.0,,,,False,False,False,AmwFund#0979,Mount Manu#3530,calazki#3961,24.33,50.0
259,621f79e243b89009366c88dd,2021-08-11T22:00:00.000Z,VitorNunes#0090,divine_comedian#5493,for their work on the Commons Config Dashboard,5.0,34,55.0,,,621f79e143b89009366c87e3,False,False,False,teaci#6108,Vyvy-vi#5040,kristofer#1475,14.83,50.0
915,621f79e243b89009366c8bd0,2021-08-26T22:00:00.000Z,acidlazzer#5796,iviangita#3204,for pushing out really cool graphics on demand and for the Youtube videos,13.0,5,55.0,621f79e243b89009366c8b6e,,621f79e243b89009366c8b6e,False,False,False,AmwFund#0979,Tam2140#9361,divine_comedian#5493,3.93,50.0
721,621f79e243b89009366c8ad2,2021-08-22T22:00:00.000Z,divine_comedian#5493,karmaticacid#1218,for the praise debate summary - ugh I LOVE how well you summarized all this STUFF into a neat and tidy 1 page forum post... just enough information to get the idea... not so much to get upset over 👀,21.0,8,55.0,621f79e243b89009366c88e3,,621f79e243b89009366c88e3,False,False,False,PhilH#1102,acidlazzer#5796,calazki#3961,5.2,47.0
116,621f79e143b89009366c87c5,2021-08-05T22:00:00.000Z,jukren#8803,iviangita#3204,for all the coordination in the groundwork in Paris and everybody was taken care of,34.0,8,55.0,,,,False,False,False,AmwFund#0979,Mount Manu#3530,bends#3537,32.33,47.0
390,621f79e243b89009366c8962,2021-08-12T22:00:00.000Z,VitorNunes#0090,iviangita#3204,for working on the dashboard and the debates on the language to use for the commons upgrade,13.0,55,8.0,,,,False,False,False,teaci#6108,Vyvy-vi#5040,kristofer#1475,25.33,47.0
937,621f79e243b89009366c8be6,2021-08-26T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for all the work they’ve been doing in params,8.0,55,21.0,,621f79e243b89009366c8bde,621f79e243b89009366c8bde,False,False,False,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,5.2,47.0
182,621f79e143b89009366c8807,2021-08-05T22:00:00.000Z,DanKnobelsdorf#0326,Mount Manu#3530,"for all his hard work with the TrustedSeed, work which we may not see but feel its benefits we do 🧙🏻‍♂️",8.0,55,13.0,,,,False,False,False,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,25.33,47.0
946,621f79e243b89009366c8bef,2021-08-26T22:00:00.000Z,🐙 octopus#5508,iviangita#3204,for doing a lot of behind the scenes stuff supporting info going into the reward system,55.0,8,34.0,,,,False,False,False,innov8tor3#3988,Mount Manu#3530,Mettodo#7010,32.33,47.0
209,621f79e143b89009366c882a,2021-08-05T22:00:00.000Z,divine_comedian#5493,markop#2007,for helping with the ABC Module design of the Commons Upgrade Dashboard.,13.0,8,55.0,,,,False,False,False,PhilH#1102,acidlazzer#5796,calazki#3961,25.33,47.0
276,621f79e243b89009366c88ee,2021-08-11T22:00:00.000Z,divine_comedian#5493,karmaticacid#1218,for praise debate summary forum post - summarizing everything so clean and concise,21.0,8,55.0,621f79e243b89009366c88e3,,621f79e243b89009366c88e3,False,False,False,PhilH#1102,acidlazzer#5796,calazki#3961,5.2,47.0
279,621f79e243b89009366c88f1,2021-08-11T22:00:00.000Z,Mount Manu#3530,anna-marie#8824,for spearheading CCD testing and feedback,8.0,55,34.0,,,,False,False,False,PhilH#1102,Parrachia#0450,divine_comedian#5493,32.33,47.0
954,621f79e243b89009366c8bf7,2021-08-26T22:00:00.000Z,VitorNunes#0090,iviangita#3204,for the hack session they had with Fabio and they’ve done a lot of work,21.0,55,8.0,,,,False,False,False,teaci#6108,Vyvy-vi#5040,kristofer#1475,28.0,47.0
1103,621f79e243b89009366c8c9f,2021-08-29T22:00:00.000Z,chuygarcia.eth#6692,Zeptimus#3359,for being the first steward working on WG funding proposals and taking initiative🙏,8.0,55,34.0,,,,False,False,False,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,32.33,47.0
268,621f79e243b89009366c88e6,2021-08-11T22:00:00.000Z,DanKnobelsdorf#0326,Vyvy-vi#5040,for sorting through all the Trusted Seed applications and verifying people 💜,8.0,55,34.0,,,,False,False,False,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,32.33,47.0
531,621f79e243b89009366c8a06,2021-08-18T22:00:00.000Z,trangnv#2156,ygg_anderson#4998,for helping out so much with Tokenspice development series!,13.0,8,55.0,,,,False,False,False,Sha#6179,acidlazzer#5796,Usua◎ Silver#2618,25.33,47.0
900,621f79e243b89009366c8bc1,2021-08-26T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for all their work in the params,8.0,55,,,621f79e243b89009366c8bde,621f79e243b89009366c8be6,False,False,False,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,4.5,47.0
491,621f79e243b89009366c89de,2021-08-16T22:00:00.000Z,divine_comedian#5493,"griff (💜, 💜)#8888",for diving into the 4-hour hack sesh on sunday! So much progress made!,8.0,55,8.0,,,,False,False,False,PhilH#1102,acidlazzer#5796,calazki#3961,23.67,47.0
904,621f79e243b89009366c8bc5,2021-08-26T22:00:00.000Z,VitorNunes#0090,iviangita#3204,for taking on the leadership in params and doing great,13.0,55,13.0,,,621f79e243b89009366c8b7e,False,False,False,teaci#6108,Vyvy-vi#5040,kristofer#1475,23.1,42.0
146,621f79e143b89009366c87e3,2021-08-05T22:00:00.000Z,VitorNunes#0090,divine_comedian#5493,for their hard work building the config dashboard python code,13.0,34,55.0,,,,False,False,False,teaci#6108,Vyvy-vi#5040,kristofer#1475,34.0,42.0
3,621f79e143b89009366c8750,2021-08-01T22:00:00.000Z,Nuggan#5183,"griff (💜, 💜)#8888",for hacking with me in Sunday into the night on the python backend for the dashboard it's looking amazing!!!,55.0,13,21.0,,,,False,False,False,Sha#6179,Tam2140#9361,bends#3537,29.67,42.0
312,621f79e243b89009366c8914,2021-08-12T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for the work they’ve been doing in the Commons Upgrade Dashboard,13.0,21,55.0,621f79e143b89009366c882a,,621f79e143b89009366c882a,False,False,False,PhilH#1102,acidlazzer#5796,calazki#3961,9.27,42.0
294,621f79e243b89009366c8900,2021-08-11T22:00:00.000Z,divine_comedian#5493,anna-marie#8824,for his forum post summarising the recent praise debate and voting outcome,21.0,13,55.0,621f79e243b89009366c88e3,,621f79e243b89009366c88e3,False,False,False,PhilH#1102,acidlazzer#5796,calazki#3961,6.87,42.0
289,621f79e243b89009366c88fb,2021-08-11T22:00:00.000Z,JohnPaller | Opolis#2670,karmaticacid#1218,"for hosting us in denver, letting us use his internet, explaining all the nitty gritty details about opolis and for keeping us in the loop on ethdenver!",13.0,55,34.0,,,,False,False,False,osycross(🦎🦎)#5943,Mount Manu#3530,Usua◎ Silver#2618,34.0,42.0
328,621f79e243b89009366c8924,2021-08-12T22:00:00.000Z,natesuits#4789,iviangita#3204,for holding down the fort for Suga when she was out of the loop,13.0,55,13.0,,,,False,False,False,innov8tor3#3988,Parrachia#0450,calazki#3961,27.0,42.0
338,621f79e243b89009366c892e,2021-08-12T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for all their work in making the Hatch happen,55.0,13,21.0,,,,False,False,False,innov8tor3#3988,acidlazzer#5796,bends#3537,29.67,42.0
265,621f79e243b89009366c88e3,2021-08-11T22:00:00.000Z,divine_comedian#5493,divine_comedian#5493,for writing praise-debate post-action summary,21.0,13,55.0,,,,False,False,False,PhilH#1102,acidlazzer#5796,calazki#3961,29.67,42.0
360,621f79e243b89009366c8944,2021-08-12T22:00:00.000Z,natesuits#4789,iviangita#3204,for the great work on the Code of Conduct for the platform admins,55.0,55,13.0,,,,False,False,False,innov8tor3#3988,Parrachia#0450,calazki#3961,41.0,42.0
365,621f79e243b89009366c8949,2021-08-12T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for all the work in the Commons Dashboard and the whole process,13.0,21,55.0,621f79e143b89009366c882a,,621f79e143b89009366c882a,False,False,False,PhilH#1102,acidlazzer#5796,calazki#3961,9.27,42.0
368,621f79e243b89009366c894c,2021-08-12T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for all the work in the Commons Dashboard and the whole process,55.0,13,34.0,,,,False,False,False,innov8tor3#3988,acidlazzer#5796,bends#3537,34.0,42.0
404,621f79e243b89009366c8970,2021-08-12T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for the phenomenal work you’ve done with the dashboard,13.0,21,55.0,621f79e143b89009366c882a,,621f79e143b89009366c882a,False,False,False,PhilH#1102,acidlazzer#5796,calazki#3961,9.27,42.0
838,621f79e243b89009366c8b83,2021-08-26T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for doing the QA on the dashboard,55.0,13,13.0,,,,False,False,False,innov8tor3#3988,acidlazzer#5796,bends#3537,27.0,42.0
86,621f79e143b89009366c87a7,2021-08-04T22:00:00.000Z,elessar.eth#7945,Nuggan#5183,for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities,13.0,34,55.0,,,,False,False,False,PhilH#1102,Vyvy-vi#5040,Usua◎ Silver#2618,34.0,42.0
84,621f79e143b89009366c87a5,2021-08-04T22:00:00.000Z,markop#2007,Nuggan#5183,for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities,13.0,21,55.0,,,,False,False,False,AmwFund#0979,Parrachia#0450,Usua◎ Silver#2618,29.67,42.0
66,621f79e143b89009366c8793,2021-08-03T22:00:00.000Z,Zeptimus#3359,liviade#1387,for making hatch tutorials!!,21.0,55,21.0,621f79e143b89009366c8774,,621f79e143b89009366c8774,False,False,False,AmwFund#0979,Mount Manu#3530,calazki#3961,19.73,34.0
95,621f79e143b89009366c87b0,2021-08-05T22:00:00.000Z,"sem(🌸,🐝)#0161",iviangita#3204,for the super cool https://nft.tecommons.org/,55.0,21,34.0,621f79e143b89009366c8762,,621f79e143b89009366c8762,False,False,False,PhilH#1102,Mount Manu#3530,calazki#3961,9.97,34.0
21,621f79e143b89009366c8762,2021-08-02T22:00:00.000Z,"sem(🌸,🐝)#0161","griff (💜, 💜)#8888",for helping to make the NFTs happen for the hatch,55.0,21,34.0,,,,False,False,False,PhilH#1102,Mount Manu#3530,calazki#3961,36.67,34.0
811,621f79e243b89009366c8b67,2021-08-25T22:00:00.000Z,mheuer#9922,Juankbell#7458,"for helping with the POAPs, creating the events, setting the bot in this server and managing the distribution strategy for the second graviton training",34.0,21,55.0,,,,False,False,False,innov8tor3#3988,Zeptimus#3359,bends#3537,36.67,34.0
409,621f79e243b89009366c8975,2021-08-12T22:00:00.000Z,iviangita#3204,iviangita#3204,for care and engagement,0.0,34,1.0,,,,True,False,False,innov8tor3#3988,Zeptimus#3359,enti#1546,11.67,34.0
678,621f79e243b89009366c8a99,2021-08-19T22:00:00.000Z,natesuits#4789,Mount Manu#3530,for leading Graviton training sessions 👨🏻‍🏫,55.0,34,21.0,,,,False,False,False,innov8tor3#3988,Parrachia#0450,calazki#3961,36.67,34.0
1073,621f79e243b89009366c8c7f,2021-08-26T22:00:00.000Z,iviangita#3204,acidlazzer#5796,for be the best praise giver!,8.0,34,0.0,,621f79e143b89009366c884e,,False,False,True,innov8tor3#3988,Zeptimus#3359,enti#1546,3.8,34.0
1091,621f79e243b89009366c8c91,2021-08-27T22:00:00.000Z,ALOYSIOUS#3049,storypup#2167,for their collaborative focus in approaching the tasks related to reviewing the TEC agreements and handbook,5.0,1,34.0,,,,False,False,False,Sha#6179,Tam2140#9361,Usua◎ Silver#2618,13.33,33.0
886,621f79e243b89009366c8bb3,2021-08-26T22:00:00.000Z,eduardovegap#0422,iviangita#3204,for the initiatives in the orientation,8.0,34,1.0,,,,False,False,False,PhilH#1102,Parrachia#0450,kristofer#1475,14.33,33.0
683,621f79e243b89009366c8a9e,2021-08-19T22:00:00.000Z,iviangita#3204,Zeptimus#3359,for being our praise queen 👸 and all the work done in transparency,13.0,34,1.0,,,,False,False,False,innov8tor3#3988,Zeptimus#3359,enti#1546,16.0,33.0
676,621f79e243b89009366c8a97,2021-08-19T22:00:00.000Z,Juankbell#7458,Mount Manu#3530,for leading Graviton training sessions 👨🏻‍🏫,1.0,5,34.0,,,621f79e243b89009366c89fd,False,False,False,eduardovegap#0422,Mount Manu#3530,kristofer#1475,3.13,33.0
