,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
7987,773,organ prepar prais commun call,for being so organized into preparing their praise before the community call,7.0,liviade#1387,2022-01-16T23:00:00.000Z,
7989,775,high commit te academi team 🥰,for the high commitment to the TE Academy Team 🥰,3.58,casale.eth#6107,2022-01-02T23:00:00.000Z,
7992,778,great job hatcher outreach individu reach almost hatcher,for doing a great job of Hatcher Outreach and individually reaching out to (almost) all Hatchers,12.07,natesuits#4789,2022-01-16T23:00:00.000Z,
8002,788,chang plan record weekli orient ,for changing his plans so that he can record the weekly orientation!!,5.58,Zeptimus#3359,2022-01-18T23:00:00.000Z,
8003,789,great job hatcher outreach individu reach almost hatcher,for doing a great job of Hatcher Outreach and individually reaching out to (almost) all Hatchers,18.33,r33pich33p#6906,2022-01-16T23:00:00.000Z,
8011,797,get us point almost done cu,"for getting us to this point, almost done with the CU",15.0,divine_comedian#5493,2022-01-09T23:00:00.000Z,
8012,798,get us point almost done cu,"for getting us to this point, almost done with the CU",8.67,iviangita#3204,2022-01-09T23:00:00.000Z,
8014,800,get us point almost done cu,"for getting us to this point, almost done with the CU",9.0,chuygarcia.eth#6692,2022-01-09T23:00:00.000Z,
8016,802,power act transpar graviti call last week prais great brainstorm creat practic space deep democraci liber structur,"for a powerful act of transparency in the gravity call last week
!praise for a great brainstorm on creating a practice space for deep democracy and liberating structures",7.75,Leen#8610,2022-01-28T23:00:00.000Z,
8017,803,get us point almost done cu,"for getting us to this point, almost done with the CU",7.75,"griff (💜, 💜)#8888",2022-01-09T23:00:00.000Z,
8018,804,great job hatcher outreach individu reach almost hatcher,for doing a great job of Hatcher Outreach and individually reaching out to (almost) all Hatchers,11.15,Mount Manu#3530,2022-01-16T23:00:00.000Z,
8022,808,draft transpar fund flow,for drafting the Transparency of funding flows,8.67,iviangita#3204,2022-01-02T23:00:00.000Z,
8024,810,insight particip brand sprint anim video product weekli sync,for their insights and participation on the brand sprint during the animation and video production weekly sync,7.17,johnjonas#2307,2022-01-16T23:00:00.000Z,
8025,811,hatcher outreach weekend peron reach hatcher whose discord name know time vote 🙌🏽,for doing all the Hatcher outreach over the weekend and peronally reaching out to all Hatchers whose discord names we don't have so that they know that the time to vote is now! 🙌🏽,15.67,Juankbell#7458,2022-01-09T23:00:00.000Z,
8026,812,set transpar multisig updat decis track document ,for setting up transparency multisig and updating the decision tracking document!,10.33,iviangita#3204,2022-01-17T23:00:00.000Z,
8027,813,wonder mentor teacher session session dao reward system program,"for being wonderful mentors & teachers, session after session in the DAO Rewards Systems Program",18.33,MD-LTF#6461,2022-01-26T23:00:00.000Z,
8028,814,ad touch coven propos descript,for adding their touch to the covenant proposal description,9.75,durgadas#9280,2022-01-03T23:00:00.000Z,
8029,815,middl ground propos much money common pool advanc te ,for a middle ground proposal with so much money into the common pool to advance te!,15.67,Nuggan#5183,2022-01-06T23:00:00.000Z,
8030,816,stick lab ,for sticking it out and doing the labs.,17.0,metaverde#2503,2022-01-06T23:00:00.000Z,
8031,817,ad touch coven propos descript,for adding their touch to the covenant proposal description,8.5,Zeptimus#3359,2022-01-03T23:00:00.000Z,
8040,826,recommend commun techno ,for recommending our community to @Techno!,4.0,Techno#8514,2022-01-04T23:00:00.000Z,
8041,827,wonder mentor teacher session session dao reward system program,"for being wonderful mentors & teachers, session after session in the DAO Rewards Systems Program",7.67,heater#9765,2022-01-26T23:00:00.000Z,
8045,831,come commun call,for coming to the Community Call,0.7,acidlazzer#5796,2022-01-15T23:00:00.000Z,
8046,832,take initi put passion dedic project teach us token engin simplest way us understand,"for taking initiative, putting your passion and dedication to this project and teaching us about Token Engineering in the simplest way for us to understand",9.0,chuygarcia.eth#6692,2022-01-16T23:00:00.000Z,
8047,833,high commit te academi team 🥰,for the high commitment to the TE Academy Team 🥰,9.0,chuygarcia.eth#6692,2022-01-02T23:00:00.000Z,
8049,835,come commun call,for coming to the Community Call,0.7,durgadas#9280,2022-01-15T23:00:00.000Z,
8050,836,facilit reward wg meet organ updat ,for facilitating the reward wg meeting and for being so organized with the updates!,7.67,kristofer#1475,2022-01-26T23:00:00.000Z,
8052,838,dedic commun reach concern regard simul futur token economi,for his dedication to the community and for reaching out about his concerns regarding the simulations he did for future token economies,8.67,Juankbell#7458,2022-01-09T23:00:00.000Z,
8057,843,voter’ pamphlet final,for the voter’s pamphlet finalization,7.0,"griff (💜, 💜)#8888",2022-01-09T23:00:00.000Z,
8063,849,step valuabl contributor graviti,for stepping up into being very valuable contributors for Gravity,4.5,Leen#8610,2022-01-15T23:00:00.000Z,
8064,850,contribut comm e wg,for contributing to our Comms / T.E.A.M. WG,4.83,acidlazzer#5796,2022-01-10T23:00:00.000Z,
8065,851,wg weekli updat post forum,for the WG Weekly Update post on the forum,1.7,Mount Manu#3530,2022-01-20T23:00:00.000Z,
8069,855,super proactiv respons reward channel,for being super proactive and responsive in the Rewards channel,11.0,divine_comedian#5493,2022-01-10T23:00:00.000Z,
8071,857,will hop brainstorm session togeth ms even without much context anticip,"for willing to hop into brainstorming sessions together with MS, even without much context or anticipation",8.5,durgadas#9280,2022-01-10T23:00:00.000Z,
8073,859,contribut comm e wg,for contributing to our Comms / T.E.A.M. WG,7.75,natesuits#4789,2022-01-10T23:00:00.000Z,
8074,860,contribut comm e wg,for contributing to our Comms / T.E.A.M. WG,6.43,johnjonas#2307,2022-01-10T23:00:00.000Z,
8075,861,alway push obstacl wrangl new e team togeth cohes forc move tandem,for always pushing through obstacles and for wrangling the new T.E.A.M. teams together into a cohesive force that moves in tandem,9.0,chuygarcia.eth#6692,2022-01-20T23:00:00.000Z,
8081,867,social friday graphic amaz contributor  commun jump bee  tec  🐙,"for the social fridays graphic, but for being an amazing contributor to these 3 communities <a:jump_bee:766086726778748938> <:TEC:835016327542210560> 🐙",9.0,Rohekbenitez#8753,2022-01-19T23:00:00.000Z,
8090,876,advanc onboard experi role tec guid,for advancing the onboarding experience and their role as TEC guides,17.0,Mount Manu#3530,2022-01-10T23:00:00.000Z,
8091,877,jump hatcher outreach great need th hour 🏆,for jumping into Hatcher outreach when it was in great need at the 11th hour!! 🏆,15.67,r33pich33p#6906,2022-01-11T23:00:00.000Z,
8094,880,know answer especi poap vote one ,for knowing all the answers and especially this POAP for the vote one.,10.33,Vyvy-vi#5040,2022-01-11T23:00:00.000Z,
8096,882,record meet wonder call,for recording the meeting and wonderful calls,1.7,Zeptimus#3359,2022-01-11T23:00:00.000Z,
8099,885,giveconomi launch extraordinari ,for the Giveconomy launch (which was extraordinary),2.0,divine_comedian#5493,2022-01-10T23:00:00.000Z,
8100,886,conscienti thought bring everyth touch,for the conscientiousness and thoughtfulness that you bring to everything that you touch,8.67,iviangita#3204,2022-01-10T23:00:00.000Z,
8102,888,take hubspot mean lot tec growth pr ,"for taking on Hubspot, which will mean a lot for TEC growth and PR!",17.0,Mount Manu#3530,2022-01-12T23:00:00.000Z,
8103,889,taken time meet person mexico citi,for having taken the time to meet in person in Mexico City,3.15,chuygarcia.eth#6692,2022-01-10T23:00:00.000Z,
8105,891,taken time meet person mexico citi,for having taken the time to meet in person in Mexico City,0.87,anna-marie#8824,2022-01-10T23:00:00.000Z,
8107,893,prepar wg weekli updat everi week,for preparing the WG Weekly Updates every week,1.7,Mount Manu#3530,2022-01-20T23:00:00.000Z,
8110,896,ts reward wg truli impress ,for ts of the Rewards WG is truly impressive!,7.67,Nuggan#5183,2022-01-12T23:00:00.000Z,
8111,897,connect mani commun togeth rais voic repres inclus matter underrepres within space,for connecting so many communities together and for raising their voice to represent inclusion matters that are underrepresented within the space,8.67,ALOYSIOUS#3049,2022-01-10T23:00:00.000Z,
8112,898,feedback content tec get readi publish,for feedback on some content that the TEC is getting ready to publish,7.67,kristofer#1475,2022-01-20T23:00:00.000Z,
8113,899,walk quantifi new quantifi app 🙏  lsdheart  ,for walking quantifiers through the new quantifying app 🙏 <a:6018_lsdheart:806842102649978891>,10.33,liviade#1387,2022-01-19T23:00:00.000Z,
8118,904,particip past debat,for participating in the past debates,4.0,karmaticacid#1218,2022-01-15T23:00:00.000Z,
8120,906,great result today prais trial quant call,for the great results they had today with their Praise Trial Quant call,2.77,kristofer#1475,2022-01-21T23:00:00.000Z,
8122,908,meet person mexico citi,for meeting in person in Mexico City,9.0,chuygarcia.eth#6692,2022-01-09T23:00:00.000Z,
8124,910,amaz way engag graviti,for all the amazing ways to engage with Gravity,8.5,"griff (💜, 💜)#8888",2022-01-21T23:00:00.000Z,
8126,912,meet person mexico citi,for meeting in person in Mexico City,8.67,anna-marie#8824,2022-01-09T23:00:00.000Z,
8129,915,pass organiz wizardri content calendar look good ,for passing on her organizational wizardry and the content calendar! It looks so so so good!,8.67,iviangita#3204,2022-01-18T23:00:00.000Z,
8130,916,normal differ learn opportun retro,for normalizing differences as a learning opportunity during the retro,7.75,eduardovegap#0422,2022-01-18T23:00:00.000Z,
8134,920,take time talk tec govern extrem insight impress reveal eleg process thought thank take time hope result valuabl contribut toward understand dao govern scientif commun ,"for taking the time to talk about the TEC and governance! It was extremely insightful, and I'm very impressed. It revealed some very elegant processes and thoughts. Thank you for taking the time. Hopefully this can result in a valuable contribution towards the understanding of DAOs and governance from the scientific community.",9.75,Tam2140#9361,2022-01-18T23:00:00.000Z,
8136,922,alway wealth knowledg,for always being a wealth of knowledge,4.75,eduardovegap#0422,2022-01-10T23:00:00.000Z,
8138,924,super organ someon deliv,for being super organized and for being someone that delivers,5.0,Tam2140#9361,2022-01-10T23:00:00.000Z,
8139,925,amaz tweak tec garden,for amazing tweaks to the TEC Garden,3.33,gabi#4807,2022-01-24T23:00:00.000Z,
8141,927,pick continu weav preserv add valu activ fellow contributor,for picking up and continue weaving to preserve and add value of active fellow contributors,4.25,ygg_anderson#4998,2022-01-25T23:00:00.000Z,
8142,928,high commit te academi team 🥰,for the high commitment to the TE Academy Team 🥰,4.5,AnaTech#7412,2022-01-02T23:00:00.000Z,
8151,937,onboard weekli call alway amaz,"for the onboarding weekly calls that you do, which are always amazing",3.75,eduardovegap#0422,2022-01-09T23:00:00.000Z,
8152,938,ground direct way express,for your grounding and direct ways of expressing,5.0,Tam2140#9361,2022-01-10T23:00:00.000Z,
8156,942,welcom pvblic vnivers friend last orient call,for welcoming Pvblic Vniversal Friend through their last orientation call,4.25,eduardovegap#0422,2022-01-09T23:00:00.000Z,
8157,943,rad orient call,for the rad orientation call,5.5,eduardovegap#0422,2022-01-18T23:00:00.000Z,
8158,944,accept engag photo edu took guy ,for accepting the engagement photos that Edu took for you guys!,4.25,"griff (💜, 💜)#8888",2022-01-15T23:00:00.000Z,
8160,946,cook edu co last friday costa rica,for cooking to Edu & co. last Friday in Costa Rica,4.25,divine_comedian#5493,2022-01-15T23:00:00.000Z,
8161,947,engag graviti,for engaging with Gravity,4.25,divine_comedian#5493,2022-01-15T23:00:00.000Z,
8164,950,keep meme aliv ,for keeping the memes alive!,3.75,"griff (💜, 💜)#8888",2022-01-26T23:00:00.000Z,
8165,951,open space need cultur convers,for opening the space to very needed cultural conversations,4.75,Tam2140#9361,2022-01-16T23:00:00.000Z,
8168,954,offer take engag photo griff 😍,for offering to take engagement photos for Griff & me! 😍,4.25,eduardovegap#0422,2022-01-05T23:00:00.000Z,
8169,955,engag wish much happi 🙂,for their engagement! wish you much happiness 🙂,4.25,"griff (💜, 💜)#8888",2022-01-05T23:00:00.000Z,
8170,956,show particip lab today ,for showing up and participating in the lab today.,4.5,anson parker#4296,2022-01-13T23:00:00.000Z,
8171,957,involv giveth awesom project,"for being involved in Giveth, which is an awesome project",4.67,mateodaza#3156,2022-01-10T23:00:00.000Z,
8174,960,pet cat last call alway provid great insight cultur,for petting the cat during the last call and for always providing great insights into the culture,5.5,durgadas#9280,2022-01-15T23:00:00.000Z,
8175,961,recommend playlist http open spotifi com album mdihflmhlbnrdcqjd sprint retrospect today 🙏🏽,for recommending the playlist - https://open.spotify.com/album/3MdiH74FL8mhlbnR6DcqJd - for the Sprint Retrospective today. 🙏🏽,2.75,Zeptimus#3359,2022-01-05T23:00:00.000Z,
8179,965,progress video product effort,for your progress on video production efforts,5.5,MarioRozo#3294,2022-01-20T23:00:00.000Z,
8180,966,express feel publicli take courag,for expressing her feelings publicly because it takes courage to do so,4.67,liviade#1387,2022-01-09T23:00:00.000Z,
8184,970,acknowledg welcom ratio,for acknowledging and welcoming Ratio13,5.5,Tam2140#9361,2022-01-21T23:00:00.000Z,
8189,975,pick continu weav preserv add valu activ fellow contributor,for picking up and continue weaving to preserve and add value of active fellow contributors,5.5,Mount Manu#3530,2022-01-25T23:00:00.000Z,
8190,976,express contagi enthusiasm commun call ,for expressing their contagious enthusiasm on the community call!,5.25,Jeremy&TheGospelOfChange#8201,2022-01-19T23:00:00.000Z,
8191,977,amaz way engag graviti,for all the amazing ways to engage with Gravity,5.33,heater#9765,2022-01-21T23:00:00.000Z,
8194,980,steadfast,for your steadfastness,5.25,"griff (💜, 💜)#8888",2022-01-20T23:00:00.000Z,
8196,982,pick continu weav preserv add valu activ fellow contributor,for picking up and continue weaving to preserve and add value of active fellow contributors,2.93,solsista#5370,2022-01-25T23:00:00.000Z,
8197,983,progress video product effort,for your progress on video production efforts,9.67,johnjonas#2307,2022-01-20T23:00:00.000Z,
8198,984,give us privileg teach week reward system research group,for giving us the privilege of his teachings this week in the reward system research group,11.33,🐙 octopus#5508,2022-01-26T23:00:00.000Z,
8199,985,power act transpar graviti call last week prais great brainstorm creat practic space deep democraci liber structur,"for a powerful act of transparency in the gravity call last week
!praise for a great brainstorm on creating a practice space for deep democracy and liberating structures",9.67,Juankbell#7458,2022-01-28T23:00:00.000Z,
8202,988,creat new graphic tec purchas guid ,for creating a new graphic for the $TEC purchasing guide.,11.75,acidlazzer#5796,2022-01-30T23:00:00.000Z,
8203,989,scam flamethrow master 🔥,for being scam flamethrower masters 🔥,10.5,chuygarcia.eth#6692,2022-01-19T23:00:00.000Z,
8213,999,walk quantifi new quantifi app 🙏  lsdheart  ,for walking quantifiers through the new quantifying app 🙏 <a:6018_lsdheart:806842102649978891>,11.75,divine_comedian#5493,2022-01-19T23:00:00.000Z,
8218,1004,feedback content tec get readi publish,for feedback on some content that the TEC is getting ready to publish,6.33,liviade#1387,2022-01-20T23:00:00.000Z,
8230,1016,insight particip brand sprint anim video product weekli sync,for their insights and participation on the brand sprint during the animation and video production weekly sync,6.75,acidlazzer#5796,2022-01-16T23:00:00.000Z,
8232,1018,feedback content tec get readi publish,for feedback on some content that the TEC is getting ready to publish,4.67,iviangita#3204,2022-01-20T23:00:00.000Z,
8233,1019,prep \ get tec\ guid,"for prepping a \""how to get $TEC\"" guide",10.5,AnaTech#7412,2022-01-24T23:00:00.000Z,
8234,1020,reach rise challeng,for reaching out to me and rising to the challenge,5.25,eduardovegap#0422,2022-01-27T23:00:00.000Z,
8238,1024,constant flow encourag posit peopl commun prais channel ,for his constant flow of encouragement and positivity to people in this community -- and not just here in the praise channel.,10.5,Mount Manu#3530,2021-12-27T23:00:00.000Z,
8242,1028,open quickli assist conflict right thing say right time,for being open to quickly assist in conflicts and for having the right thing to say at the right time,9.67,Juankbell#7458,2022-01-10T23:00:00.000Z,
8245,1031,voter’ pamphlet final,for the voter’s pamphlet finalization,10.5,chuygarcia.eth#6692,2022-01-09T23:00:00.000Z,
8250,1036,contribut voter’ pamphlet issu,for contributing to the Voter’s Pamphlet issue,11.75,Zeptimus#3359,2022-01-09T23:00:00.000Z,
8252,1038,you’v done commun build strong cultur,for all that you’ve done to community build the strong culture we have now,5.33,liviade#1387,2022-01-12T23:00:00.000Z,
8254,1040,propos valu collect intellig money rais ,for a proposal that value the collective intelligence and not only the money we raised!,10.5,Tam2140#9361,2022-01-06T23:00:00.000Z,
8255,1041,shill inclus tec,for shilling for the inclusion on the tec,5.33,Juankbell#7458,2022-01-06T23:00:00.000Z,
8256,1042,thorough review quant document great point,for the thorough review of the quant document - great points,11.33,liviade#1387,2022-01-13T23:00:00.000Z,
8257,1043,brave hang us lab today ,for being brave and hanging out with us in the lab today.,9.67,bends#3537,2022-01-06T23:00:00.000Z,
8260,1046,track newbi space collabor integr process 🤗,for tracking me as a newbie to the space and collaborating on my integration process 🤗,5.25,eduardovegap#0422,2022-01-06T23:00:00.000Z,
8261,1047,first step translat index look forward see next advanc monday 🙂,for the first steps in the translations index! looking forward to see the next advance on monday 🙂,4.75,lEscanore#7764,2022-01-05T23:00:00.000Z,
8262,1048,recommend commun mariorozo ,for recommending our community to @MarioRozo!,2.0,MarioRozo#3294,2022-01-04T23:00:00.000Z,
8264,1050,show particip lab today ,for showing up and participating in the lab today.,5.33,graial#0787,2022-01-13T23:00:00.000Z,
8267,1053,particip past debat,for participating in the past debates,4.75,natesuits#4789,2022-01-15T23:00:00.000Z,
8268,1054,particip past debat,for participating in the past debates,5.5,chuygarcia.eth#6692,2022-01-15T23:00:00.000Z,
8270,1056,advanc onboard experi role tec guid,for advancing the onboarding experience and their role as TEC guides,11.33,r33pich33p#6906,2022-01-10T23:00:00.000Z,
8271,1057,vanguard govern system intern role warmth humbl human way possibl,"for being at the vanguard of governance systems and for internalizing that role with warmth, and humbleness in the most humane way possible",5.33,liviade#1387,2022-01-10T23:00:00.000Z,
8272,1058,kind interest person shepherd newcom propos new idea,"for being a kind and interesting person, shepherding newcomers and proposing new ideas",3.33,ALOYSIOUS#3049,2022-01-15T23:00:00.000Z,
8275,1061,proof read new articl common swarm outcom evmcrispr http forum hive org common swarm outcom   tool mutat dao dna ,for proof-reading the new article on commons swarm outcomes: EVMcrispr!! https://forum.1hive.org/t/commons-swarm-outcomes-3-3-a-tool-to-mutate-a-daos-dna/4924,10.5,divine_comedian#5493,2022-01-09T23:00:00.000Z,
8276,1062,point great improv voter pamphlet ,for pointing out a great improvement to the Voters pamphlet!,11.33,pab🐝🐙#6151,2022-01-10T23:00:00.000Z,
8279,1065,get engag ,for getting engaged!,5.25,"griff (💜, 💜)#8888",2022-01-09T23:00:00.000Z,
8280,1066,transpar fund propos craft togeth,for the Transparency funding proposal that they crafted together,9.67,iviangita#3204,2022-01-09T23:00:00.000Z,
8284,1070,daili commit anim team they’r part,for their daily commitment with the animation team that they’re part of,11.33,johnjonas#2307,2022-01-09T23:00:00.000Z,
8289,1075,involv giveth awesom project,"for being involved in Giveth, which is an awesome project",4.75,"griff (💜, 💜)#8888",2022-01-10T23:00:00.000Z,
8290,1076,contribut comm,for your contributions in Comms,1.13,Juankbell#7458,2022-01-10T23:00:00.000Z,
8291,1077,excit regard anyth everyth happen within commun,for his excitement regarding anything and everything happening within our community,11.75,Zeptimus#3359,2022-01-09T23:00:00.000Z,
8294,1080,effort adapt everyth happen concis narr,for his efforts in adapting everything that is happening into a concise narrative,10.5,chuygarcia.eth#6692,2022-01-09T23:00:00.000Z,
8295,1081,contribut comm e wg,for contributing to our Comms / T.E.A.M. WG,6.75,alantv#0964,2022-01-10T23:00:00.000Z,
8296,1082,contribut comm e wg,for contributing to our Comms / T.E.A.M. WG,4.25,Lalocripto.eth🏴#8138,2022-01-10T23:00:00.000Z,
8297,1083,contribut comm e wg,for contributing to our Comms / T.E.A.M. WG,1.9,Mount Manu#3530,2022-01-10T23:00:00.000Z,
8302,1088,welcom morganicmov commun show around,for welcoming MorganicMovement into the community and showing her around,5.33,BiancaGadelha#2667,2022-01-10T23:00:00.000Z,
8304,1090,contribut voter’ pamphlet issu,for contributing to the Voter’s Pamphlet issue,10.5,divine_comedian#5493,2022-01-09T23:00:00.000Z,
8305,1091,continu encourag posit peopl commun prais channel ,for his continuous encouragement and positiveness to the people in this community-not just the praise channel here.,1.05,Mount Manu#3530,2021-12-28T23:00:00.000Z,
8306,1092,insight cultur convers livia,for your insightful cultural conversation with Livia,5.33,Annn3#3538,2022-01-16T23:00:00.000Z,
8309,1095,feel commun like it’ braill,for feeling up our community like it’s braille,2.0,liviade#1387,2022-01-16T23:00:00.000Z,
8310,1096,provid feedback zepti ‘how get access’ document,for providing feedback to Zepti on the ‘How to get access’ document,5.25,Tam2140#9361,2022-01-16T23:00:00.000Z,
8311,1097,safeguard rais fund,for safeguarding our raised funds,10.5,bradleyc#3333,2022-01-16T23:00:00.000Z,
8314,1100,said “the goal graviti longer needed” felt realli inspir,for what she said about “the goal of Gravity is to no longer be needed” because it felt really inspiring,5.33,liviade#1387,2022-01-16T23:00:00.000Z,
8316,1102,advoc final propos,for advocating for final proposals,7.27,Juankbell#7458,2022-01-16T23:00:00.000Z,
8317,1103,nice graph repres impor reserv ratio healthi economi great friend ,for doing so nice graphs to represent the imporance of the reserve ratio for a healthy economy! this is great friend!,9.67,Juankbell#7458,2022-01-02T23:00:00.000Z,
8319,1105,advoc final propos,for advocating for final proposals,11.75,Zeptimus#3359,2022-01-16T23:00:00.000Z,
8326,1112,edu’ favorit nametag,for having Edu’s favorite nametag,3.0,Jeremy&TheGospelOfChange#8201,2022-01-20T23:00:00.000Z,
8332,1118,contribut comm,for your contributions in Comms,3.0,ZER8🧠#9093,2022-01-10T23:00:00.000Z,
8333,1119,contribut comm e wg,for contributing to our Comms / T.E.A.M. WG,1.5,ZER8🧠#9093,2022-01-10T23:00:00.000Z,
8334,1120,welcom costa rica att edu ,for being so welcoming in Costa Rica (atte. Edu),3.5,divine_comedian#5493,2022-01-20T23:00:00.000Z,
8336,1122,check lab ,for checking in at labs.,3.0,Elizardwizzard#3571,2022-01-27T23:00:00.000Z,
8343,1129,get involv tec,for getting involved with the TEC,3.0,Ratio13#0578,2022-01-20T23:00:00.000Z,
8345,1131,contribut comm e wg,for contributing to our Comms / T.E.A.M. WG,3.0,AnaTech#7412,2022-01-10T23:00:00.000Z,
8346,1132,contribut comm e wg,for contributing to our Comms / T.E.A.M. WG,3.5,casale.eth#6107,2022-01-10T23:00:00.000Z,
8354,1140,rel newcom weekli commun call,for being relative newcomers in our weekly Community Call,2.33,ciciry#4592,2022-01-09T23:00:00.000Z,
8356,1142,rel newcom weekli commun call,for being relative newcomers in our weekly Community Call,3.0,delightfulabyss.eth#3679,2022-01-09T23:00:00.000Z,
8360,1146,heart put everi convers engag observ thing unheard unseen assess accordingli,for all the heart that you put into every conversation and engagement and for observing things that are unheard and unseen and assessing them accordingly,3.67,Juankbell#7458,2022-01-10T23:00:00.000Z,
8362,1148,bring excel everyth,for bringing excellence into everything you do,3.0,natesuits#4789,2022-01-16T23:00:00.000Z,
8389,1175,show translat e meet ,for showing up for the translation T.E.A.M meeting!,3.0,chuygarcia.eth#6692,2022-01-09T23:00:00.000Z,
8416,1202,interest particip activ graviti plan follow month,for being interested in participating in the activities that Gravity is planning for following months,3.5,Leen#8610,2022-01-21T23:00:00.000Z,
8431,1217,scam flamethrow master 🔥,for being scam flamethrower masters 🔥,2.33,Juankbell#7458,2022-01-19T23:00:00.000Z,
8436,1222,engag graviti,for engaging with Gravity,3.5,Tam2140#9361,2022-01-15T23:00:00.000Z,
8437,1223,engag graviti,for engaging with Gravity,3.0,liviade#1387,2022-01-15T23:00:00.000Z,
8441,1227,come back stronger holiday 🦾,for coming back stronger after holidays 🦾,2.5,casale.eth#6107,2022-01-02T23:00:00.000Z,
8443,1229,come lab hang us ,for coming to the lab and hanging out with us.,2.33,Vyvy-vi#5040,2022-01-06T23:00:00.000Z,
8446,1232,particip past debat,for participating in the past debates,3.0,Juankbell#7458,2022-01-15T23:00:00.000Z,
8447,1233,recommend commun mariorozo ,for recommending our community to @MarioRozo!,2.33,Juankbell#7458,2022-01-04T23:00:00.000Z,
8456,1242,engag wish much happi 🙂,for their engagement! wish you much happiness 🙂,4.0,karmaticacid#1218,2022-01-05T23:00:00.000Z,
8462,1248,come lab session today ,for coming to the lab session today.,2.0,Monoma23#5497,2022-01-06T23:00:00.000Z,
8463,1249,come commun call,for coming to the Community Call,2.33,bends#3537,2022-01-15T23:00:00.000Z,
8473,1259,come commun call,for coming to the Community Call,1.73,r33pich33p#6906,2022-01-15T23:00:00.000Z,
8474,1260,come lab session today ,for coming to the lab session today.,3.0,johann#1308,2022-01-06T23:00:00.000Z,
8477,1263,come commun call,for coming to the Community Call,2.0,alantv#0964,2022-01-15T23:00:00.000Z,
8478,1264,come commun call,for coming to the Community Call,2.17,johnjonas#2307,2022-01-15T23:00:00.000Z,
8479,1265,come commun call,for coming to the Community Call,2.0,"griff (💜, 💜)#8888",2022-01-15T23:00:00.000Z,
8485,1271,come commun call,for coming to the Community Call,2.0,Tam2140#9361,2022-01-15T23:00:00.000Z,
8490,1276,get us point almost done cu,"for getting us to this point, almost done with the CU",3.6,solsista#5370,2022-01-09T23:00:00.000Z,
8492,1278,contribut comm,for your contributions in Comms,6.5,chuygarcia.eth#6692,2022-01-10T23:00:00.000Z,
8493,1279,alway everywher give great feedback opinion,for always being everywhere and giving great feedback and opinions,6.5,natesuits#4789,2022-01-10T23:00:00.000Z,
8496,1282,follow kindli everi time ,for following up so kindly every time!,6.0,freshelle#9882,2022-01-12T23:00:00.000Z,
8497,1283,contribut voter’ pamphlet issu,for contributing to the Voter’s Pamphlet issue,5.75,"griff (💜, 💜)#8888",2022-01-09T23:00:00.000Z,
8501,1287,come back stronger holiday 🦾,for coming back stronger after holidays 🦾,6.5,chuygarcia.eth#6692,2022-01-02T23:00:00.000Z,
8502,1288,step great tip anim video product team,for stepping in with great tips for the animation & video production team,6.0,pab🐝🐙#6151,2022-01-21T23:00:00.000Z,
8503,1289,come commun call,for coming to the Community Call,0.15,Daré#2446,2022-01-15T23:00:00.000Z,
8504,1290,keep transpar wg innov,for keeping the Transparency WG innovative,6.0,iviangita#3204,2022-01-21T23:00:00.000Z,
8506,1292,come translat call even though littl bit sick thank time buddi ,"for coming to the translations call even though he's a little bit sick, thanks for your time buddy!",5.75,lEscanore#7764,2022-01-02T23:00:00.000Z,
8507,1293,everyth you’r anim team,for everything that you’re doing with the animation team,6.5,chuygarcia.eth#6692,2022-01-15T23:00:00.000Z,
8508,1294,anim video product team can’t believ much progress guy accomplish,for the animation & video production team: I can’t believe how much progress you guys have accomplished,7.25,acidlazzer#5796,2022-01-15T23:00:00.000Z,
8511,1297,amaz job welcom newcom tec,for doing an amazing job welcoming newcomers into the TEC,6.5,chuygarcia.eth#6692,2022-01-20T23:00:00.000Z,
8515,1301,commit video product anim team,for their commitment on the video production & animation team,6.5,chuygarcia.eth#6692,2022-01-15T23:00:00.000Z,
8516,1302,commit video product anim team,for their commitment on the video production & animation team,5.38,MarioRozo#3294,2022-01-15T23:00:00.000Z,
8517,1303,progress you’v e ’s team fund propos,for all the progress you’ve had with the T.E.A.M.’s teams and their funding proposals,6.5,chuygarcia.eth#6692,2022-01-15T23:00:00.000Z,
8521,1307,partner acidlazz complet issu togeth,for partnering up with acidlazzer to complete some issues together,6.5,chuygarcia.eth#6692,2022-01-09T23:00:00.000Z,
8523,1309,creat safe space peopl express thought freeli without animos,for creating a safe space where people can express their thoughts freely and without animosity,7.0,solsista#5370,2022-01-09T23:00:00.000Z,
8526,1312,insight particip brand sprint anim video product weekli sync,for their insights and participation on the brand sprint during the animation and video production weekly sync,4.25,chuygarcia.eth#6692,2022-01-16T23:00:00.000Z,
8529,1315,quick chang tecommon org websit ad \ get tec\ button,"for a quick change to the tecommons.org website in which they added a \""GET $TEC\"" button",6.0,kristofer#1475,2022-01-26T23:00:00.000Z,
8531,1317,bring idea measur outcom ,for bringing in ideas for measuring outcomes.,6.5,Mount Manu#3530,2022-01-06T23:00:00.000Z,
8539,1325,fantast comun show dude fun ,for a fantastic comunism show dude it was so fun!,6.5,chuygarcia.eth#6692,2022-01-06T23:00:00.000Z,
8542,1328,terrif insight commun,for terrific insights on our community,6.0,solsista#5370,2022-01-09T23:00:00.000Z,
