,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,DUPLICATION AGREED,ORIGINAL MSG
136,6256d00a7d6ca6ad95bd5492,2022-01-05T23:00:00.000Z,MorganicMovement 🍄#1085,Juankbell#7458,for collaborating in Gravity and entering in the TECs rabbit hole,0,0,0,6256d00a7d6ca6ad95bd5534,Maxwe11#7157,Tam2140#9361,tigeroid#2951,Parrachia#0450,4.88,False,for collaborating in Gravity and entering in the TECs rabbit hole
163,6256d00a7d6ca6ad95bd54ad,2022-01-06T23:00:00.000Z,metaverde#2503,bends#3537,for leading labs session and for providing info on various learning resources!,0,6256d00a7d6ca6ad95bd54ac,0,0,Mettodo#7010,AmwFund#0979,tigeroid#2951,"griff (💜, 💜)#8888",11.55,False,for leading labs session and for providing info on various learning resources!
178,6256d00a7d6ca6ad95bd54bc,2022-01-09T23:00:00.000Z,bradleyc#3333,Mount Manu#3530,"for all the work that they’re doing to make sure we have a safe launch, finding all the intricacies that we have to deal with for the launch",0,0,6256d00b7d6ca6ad95bd57d8,0,hanners717#2022,lee0007#8152,PhilH#1102,"griff (💜, 💜)#8888",8.2,False,"for all the work that they’re doing to make sure we have a safe launch, finding all the intricacies that we have to deal with for the launch"
193,6256d00a7d6ca6ad95bd54cb,2022-01-09T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,for leading the TEC’s last retrospective call,0,0,6256d00a7d6ca6ad95bd54b8,0,Mount Manu#3530,missgene#7773,divine_comedian#5493,boonjue.eth#7124,10.1,False,for leading the TEC’s last retrospective call
204,6256d00a7d6ca6ad95bd54d6,2022-01-09T23:00:00.000Z,mheuer#9922,Juankbell#7458,for recommending this video. I really like how we are starting to find voices in the space for conflict management. Will try to connect with him (merjlin) I'm sure we will have a lot to talk about 🙂 - https://www.youtube.com/watch?v=Gng6-nfITkY,0,6256d00a7d6ca6ad95bd54d4,6256d00a7d6ca6ad95bd54d4,0,Mettodo#7010,bends#3537,tigeroid#2951,boonjue.eth#7124,0.8,False,for recommending this video. I really like how we are starting to find voices in the space for conflict management. Will try to connect with him (merjlin) I'm sure we will have a lot to talk about 🙂 - https://www.youtube.com/watch?v=Gng6-nfITkY
206,6256d00a7d6ca6ad95bd54d8,2022-01-09T23:00:00.000Z,natesuits#4789,Mount Manu#3530,for the voter’s pamphlet finalization,0,0,6256d00a7d6ca6ad95bd54c3,0,Mount Manu#3530,Tam2140#9361,PhilH#1102,bear100#9085,8.82,False,for the voter’s pamphlet finalization
207,6256d00a7d6ca6ad95bd54d9,2022-01-09T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for the voter’s pamphlet finalization,0,6256d00a7d6ca6ad95bd54c9,0,6256d00a7d6ca6ad95bd54c9,zhiwei#1356,AmwFund#0979,liviade#1387,Parrachia#0450,2.53,False,for the voter’s pamphlet finalization
208,6256d00a7d6ca6ad95bd54da,2022-01-09T23:00:00.000Z,Juankbell#7458,Mount Manu#3530,for the voter’s pamphlet finalization,0,6256d00a7d6ca6ad95bd54c6,6256d00a7d6ca6ad95bd54c6,0,hanners717#2022,missgene#7773,PhilH#1102,bear100#9085,1.4,False,for the voter’s pamphlet finalization
232,6256d00a7d6ca6ad95bd54f2,2022-01-09T23:00:00.000Z,liviade#1387,Mount Manu#3530,for making the TEC such a warm and welcoming community,0,6256d00a7d6ca6ad95bd54e7,0,0,Mettodo#7010,AmwFund#0979,divine_comedian#5493,boonjue.eth#7124,1.77,False,for making the TEC such a warm and welcoming community
234,6256d00a7d6ca6ad95bd54f4,2022-01-09T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for making the TEC such a warm and welcoming community,0,6256d00a7d6ca6ad95bd54e8,0,6256d00a7d6ca6ad95bd54e8,zhiwei#1356,AmwFund#0979,liviade#1387,Parrachia#0450,7.55,False,for making the TEC such a warm and welcoming community
242,6256d00a7d6ca6ad95bd54fc,2022-01-09T23:00:00.000Z,solsista#5370,Mount Manu#3530,for making the TEC such a warm and welcoming community,0,0,0,6256d00a7d6ca6ad95bd54e6,Mettodo#7010,Tam2140#9361,Usua◎ Silver#2618,Parrachia#0450,3.6,False,for making the TEC such a warm and welcoming community
249,6256d00a7d6ca6ad95bd5503,2022-01-09T23:00:00.000Z,GideonRo#3175,Mount Manu#3530,for his new article,0,0,6256d00a7d6ca6ad95bd54e2,0,Mount Manu#3530,lee0007#8152,divine_comedian#5493,"griff (💜, 💜)#8888",5.47,False,for his new article
255,6256d00a7d6ca6ad95bd5509,2022-01-09T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,"for leading such a tight ship with the Stewards group, making sure that we always have productive calls, and being a great mediator",0,6256d00a7d6ca6ad95bd54fe,6256d00a7d6ca6ad95bd54fe,0,Mount Manu#3530,missgene#7773,divine_comedian#5493,boonjue.eth#7124,5.38,False,"for leading such a tight ship with the Stewards group, making sure that we always have productive calls, and being a great mediator"
266,6256d00a7d6ca6ad95bd5514,2022-01-09T23:00:00.000Z,MS#4235,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼,0,621f79e443b89009366ca7c2,0,0,Zeptimus#3359,Mike Brunt#0745,Usua◎ Silver#2618,innov8tor3#3988,1.37,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼
268,6256d00a7d6ca6ad95bd5516,2022-01-09T23:00:00.000Z,taxil#8577,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼,0,6256d00a7d6ca6ad95bd5440,0,0,Maxwe11#7157,Mike Brunt#0745,shawn#7046,"griff (💜, 💜)#8888",1.37,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼
283,6256d00a7d6ca6ad95bd5525,2022-01-09T23:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for all the designs that you do,6256d00a7d6ca6ad95bd550a,0,0,0,zhiwei#1356,AmwFund#0979,tigeroid#2951,boonjue.eth#7124,5.1,False,for all the designs that you do
296,6256d00a7d6ca6ad95bd5532,2022-01-09T23:00:00.000Z,durgadas#9280,Mount Manu#3530,for acting more and more as a Graviton and introducing NVC to other groups,0,0,0,6256d00a7d6ca6ad95bd54a3,zhiwei#1356,missgene#7773,liviade#1387,Parrachia#0450,14.6,False,for acting more and more as a Graviton and introducing NVC to other groups
297,6256d00a7d6ca6ad95bd5533,2022-01-09T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,for the coordination that she does for all Stewards,0,6256d00a7d6ca6ad95bd54fe,6256d00a7d6ca6ad95bd54fe,0,Mount Manu#3530,missgene#7773,divine_comedian#5493,boonjue.eth#7124,5.38,False,for the coordination that she does for all Stewards
300,6256d00a7d6ca6ad95bd5536,2022-01-09T23:00:00.000Z,"sem(🌸,🐝)#0161",Mount Manu#3530,for coming to Latin Americs,0,6256d00a7d6ca6ad95bd550b,0,0,Zeptimus#3359,bends#3537,tigeroid#2951,innov8tor3#3988,23.1,False,for coming to Latin Americs
306,6256d00a7d6ca6ad95bd553c,2022-01-09T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,"for getting us to this point, almost done with the CU",0,0,0,6256d00a7d6ca6ad95bd54e8,zhiwei#1356,AmwFund#0979,liviade#1387,Parrachia#0450,5.6,False,"for getting us to this point, almost done with the CU"
314,6256d00a7d6ca6ad95bd5544,2022-01-09T23:00:00.000Z,solsista#5370,Mount Manu#3530,"for getting us to this point, almost done with the CU",0,0,0,6256d00a7d6ca6ad95bd54e6,Mettodo#7010,Tam2140#9361,Usua◎ Silver#2618,Parrachia#0450,3.6,False,"for getting us to this point, almost done with the CU"
317,6256d00a7d6ca6ad95bd5547,2022-01-09T23:00:00.000Z,Juankbell#7458,Mount Manu#3530,for partnering up with acidlazzer to complete some issues together,0,0,6256d00a7d6ca6ad95bd557f,0,hanners717#2022,missgene#7773,PhilH#1102,bear100#9085,4.13,False,for partnering up with acidlazzer to complete some issues together
321,6256d00a7d6ca6ad95bd554b,2022-01-09T23:00:00.000Z,eduardovegap#0422,Mount Manu#3530,for representing the TEC in the 1Hive stream this past Monday,0,0,0,6256d00a7d6ca6ad95bd544d,Zeptimus#3359,missgene#7773,Usua◎ Silver#2618,boonjue.eth#7124,7.78,False,for representing the TEC in the 1Hive stream this past Monday
325,6256d00a7d6ca6ad95bd554f,2022-01-09T23:00:00.000Z,MarioRozo#3294,Mount Manu#3530,for attending the Animation & Video Production T.E.A.M. sync,0,0,6256d00a7d6ca6ad95bd5556,0,Mount Manu#3530,lee0007#8152,shawn#7046,eduardovegap#0422,1.88,False,for attending the Animation & Video Production T.E.A.M. sync
330,6256d00a7d6ca6ad95bd5554,2022-01-09T23:00:00.000Z,alantv#0964,chuygarcia.eth#6692,"for their efforts to keep understanding what the rewards system is, how it is important to our community and how to support it through the animation TEAM",0,0,0,6256d00a7d6ca6ad95bd554e,Mount Manu#3530,bends#3537,tigeroid#2951,Parrachia#0450,6.63,False,"for their efforts to keep understanding what the rewards system is, how it is important to our community and how to support it through the animation TEAM"
342,6256d00a7d6ca6ad95bd5560,2022-01-09T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for the Transparency funding proposal that they crafted together,0,0,6256d00a7d6ca6ad95bd5449,6256d00a7d6ca6ad95bd5449,zhiwei#1356,AmwFund#0979,liviade#1387,Parrachia#0450,10.4,False,for the Transparency funding proposal that they crafted together
344,6256d00a7d6ca6ad95bd5562,2022-01-09T23:00:00.000Z,freshelle#9882,Mount Manu#3530,for all your contributions and all the work you do behind the scenes,6256d00a7d6ca6ad95bd54bf,6256d00a7d6ca6ad95bd54bf,0,0,Maxwe11#7157,bends#3537,tigeroid#2951,"griff (💜, 💜)#8888",3.63,False,for all your contributions and all the work you do behind the scenes
347,6256d00a7d6ca6ad95bd5565,2022-01-09T23:00:00.000Z,"sem(🌸,🐝)#0161",Mount Manu#3530,for taking the trip down to Costa Rica,6256d00a7d6ca6ad95bd550b,6256d00a7d6ca6ad95bd550b,6256d00a7d6ca6ad95bd550b,0,Zeptimus#3359,bends#3537,tigeroid#2951,innov8tor3#3988,2.0,False,for taking the trip down to Costa Rica
354,6256d00a7d6ca6ad95bd556c,2022-01-09T23:00:00.000Z,AmwFund#0979,Mount Manu#3530,for jumping in and helping Edu with Hatcher Outreach,6256d00a7d6ca6ad95bd54b5,0,6256d00a7d6ca6ad95bd54b5,6256d00a7d6ca6ad95bd54b5,Maxwe11#7157,bends#3537,liviade#1387,bear100#9085,2.98,False,for jumping in and helping Edu with Hatcher Outreach
357,6256d00a7d6ca6ad95bd556f,2022-01-09T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for putting Nate into the fold with regards to Transparency,0,0,0,6256d00a7d6ca6ad95bd5449,zhiwei#1356,AmwFund#0979,liviade#1387,Parrachia#0450,7.13,False,for putting Nate into the fold with regards to Transparency
358,6256d00a7d6ca6ad95bd5570,2022-01-09T23:00:00.000Z,Mert Ozd#6679,Mount Manu#3530,"for all the work you’ve been doing over at 0mega, specially with regards to the Consilience library",0,0,6256d00a7d6ca6ad95bd548d,0,Zeptimus#3359,lee0007#8152,PhilH#1102,innov8tor3#3988,6.7,False,"for all the work you’ve been doing over at 0mega, specially with regards to the Consilience library"
359,6256d00a7d6ca6ad95bd5571,2022-01-09T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for the backend work you’ve been doing around the CU,6256d00a7d6ca6ad95bd5542,0,0,0,zhiwei#1356,Tam2140#9361,liviade#1387,bear100#9085,22.57,False,for the backend work you’ve been doing around the CU
366,6256d00a7d6ca6ad95bd5578,2022-01-09T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,"for his diligent work in Transparency and, according to Ivi, for being the best co-host anyone could ask for (this is probably objectively true though… at the very least you’re top 3 globally)",0,0,0,6256d00a7d6ca6ad95bd5449,zhiwei#1356,AmwFund#0979,liviade#1387,Parrachia#0450,23.63,False,"for his diligent work in Transparency and, according to Ivi, for being the best co-host anyone could ask for (this is probably objectively true though… at the very least you’re top 3 globally)"
368,6256d00a7d6ca6ad95bd557a,2022-01-09T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,"for having lead our community successfully almost up to the CU, which is so close now",0,6256d00a7d6ca6ad95bd5538,6256d00a7d6ca6ad95bd5538,0,Mount Manu#3530,missgene#7773,divine_comedian#5493,boonjue.eth#7124,6.67,False,"for having lead our community successfully almost up to the CU, which is so close now"
370,6256d00a7d6ca6ad95bd557c,2022-01-09T23:00:00.000Z,liviade#1387,Mount Manu#3530,"for having lead our community successfully almost up to the CU, which is so close now",0,6256d00a7d6ca6ad95bd553a,6256d00a7d6ca6ad95bd553a,0,Mettodo#7010,AmwFund#0979,divine_comedian#5493,boonjue.eth#7124,0.93,False,"for having lead our community successfully almost up to the CU, which is so close now"
372,6256d00a7d6ca6ad95bd557e,2022-01-09T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,"for having lead our community successfully almost up to the CU, which is so close now",0,6256d00a7d6ca6ad95bd553c,0,6256d00b7d6ca6ad95bd55c0,zhiwei#1356,AmwFund#0979,liviade#1387,Parrachia#0450,6.3,False,"for having lead our community successfully almost up to the CU, which is so close now"
373,6256d00a7d6ca6ad95bd557f,2022-01-09T23:00:00.000Z,Juankbell#7458,Mount Manu#3530,"for having lead our community successfully almost up to the CU, which is so close now",0,6256d00a7d6ca6ad95bd553d,0,0,hanners717#2022,missgene#7773,PhilH#1102,bear100#9085,12.03,False,"for having lead our community successfully almost up to the CU, which is so close now"
374,6256d00a7d6ca6ad95bd5580,2022-01-09T23:00:00.000Z,eduardovegap#0422,Mount Manu#3530,"for having lead our community successfully almost up to the CU, which is so close now",0,0,0,6256d00a7d6ca6ad95bd553e,Zeptimus#3359,missgene#7773,Usua◎ Silver#2618,boonjue.eth#7124,7.28,False,"for having lead our community successfully almost up to the CU, which is so close now"
375,6256d00a7d6ca6ad95bd5581,2022-01-09T23:00:00.000Z,iviangita#3204,Mount Manu#3530,"for having lead our community successfully almost up to the CU, which is so close now",0,6256d00a7d6ca6ad95bd555f,0,0,Mettodo#7010,bends#3537,Usua◎ Silver#2618,eduardovegap#0422,5.6,False,"for having lead our community successfully almost up to the CU, which is so close now"
377,6256d00a7d6ca6ad95bd5583,2022-01-09T23:00:00.000Z,Vyvy-vi#5040,Mount Manu#3530,"for having lead our community successfully almost up to the CU, which is so close now",0,0,6256d00a7d6ca6ad95bd5541,0,Mettodo#7010,Tam2140#9361,divine_comedian#5493,bear100#9085,12.47,False,"for having lead our community successfully almost up to the CU, which is so close now"
378,6256d00a7d6ca6ad95bd5584,2022-01-09T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,"for having lead our community successfully almost up to the CU, which is so close now",0,0,6256d00a7d6ca6ad95bd5542,0,zhiwei#1356,Tam2140#9361,liviade#1387,bear100#9085,17.32,False,"for having lead our community successfully almost up to the CU, which is so close now"
379,6256d00a7d6ca6ad95bd5585,2022-01-09T23:00:00.000Z,natesuits#4789,Mount Manu#3530,"for having lead our community successfully almost up to the CU, which is so close now",0,0,6256d00a7d6ca6ad95bd5543,0,Mount Manu#3530,Tam2140#9361,PhilH#1102,bear100#9085,4.33,False,"for having lead our community successfully almost up to the CU, which is so close now"
380,6256d00a7d6ca6ad95bd5586,2022-01-09T23:00:00.000Z,solsista#5370,Mount Manu#3530,"for having lead our community successfully almost up to the CU, which is so close now",0,0,0,6256d00a7d6ca6ad95bd54e6,Mettodo#7010,Tam2140#9361,Usua◎ Silver#2618,Parrachia#0450,4.6,False,"for having lead our community successfully almost up to the CU, which is so close now"
381,6256d00a7d6ca6ad95bd5587,2022-01-09T23:00:00.000Z,ygg_anderson#4998,Mount Manu#3530,"for having lead our community successfully almost up to the CU, which is so close now",6256d00a7d6ca6ad95bd5545,0,0,0,Zeptimus#3359,lee0007#8152,liviade#1387,boonjue.eth#7124,5.08,False,"for having lead our community successfully almost up to the CU, which is so close now"
389,6256d00a7d6ca6ad95bd558f,2022-01-09T23:00:00.000Z,ciciry#4592,Mount Manu#3530,for attending our January 6th Community Call!,6256d00a7d6ca6ad95bd54eb,0,0,0,Zeptimus#3359,Mike Brunt#0745,liviade#1387,innov8tor3#3988,2.03,False,for attending our January 6th Community Call!
483,6256d00b7d6ca6ad95bd55ed,2022-01-10T23:00:00.000Z,Juankbell#7458,bends#3537,for the great rundown on everything Gravity WG  is doing and has planned,0,6256d00a7d6ca6ad95bd5575,0,0,hanners717#2022,missgene#7773,PhilH#1102,bear100#9085,10.37,False,for the great rundown on everything Gravity WG  is doing and has planned
517,6256d00b7d6ca6ad95bd560f,2022-01-10T23:00:00.000Z,Juankbell#7458,Mount Manu#3530,for your contributions in Comms,0,6256d00b7d6ca6ad95bd55f6,6256d00b7d6ca6ad95bd55f6,6256d00b7d6ca6ad95bd55f6,hanners717#2022,missgene#7773,PhilH#1102,bear100#9085,1.13,False,for your contributions in Comms
519,6256d00b7d6ca6ad95bd5611,2022-01-10T23:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for your contributions in Comms,0,6256d00b7d6ca6ad95bd55f0,0,0,Mettodo#7010,AmwFund#0979,divine_comedian#5493,"griff (💜, 💜)#8888",0.8,False,for your contributions in Comms
521,6256d00b7d6ca6ad95bd5613,2022-01-10T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for always being everywhere and giving great feedback and opinions,0,0,0,6256d00a7d6ca6ad95bd54e8,zhiwei#1356,AmwFund#0979,liviade#1387,Parrachia#0450,11.35,False,for always being everywhere and giving great feedback and opinions
525,6256d00b7d6ca6ad95bd5617,2022-01-10T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for the recent voter pamphlet working session,0,0,6256d00a7d6ca6ad95bd54c5,0,Mount Manu#3530,bends#3537,tigeroid#2951,eduardovegap#0422,5.45,False,for the recent voter pamphlet working session
528,6256d00b7d6ca6ad95bd561a,2022-01-10T23:00:00.000Z,Juankbell#7458,Mount Manu#3530,for the recent voter pamphlet working session,0,6256d00a7d6ca6ad95bd54c6,6256d00a7d6ca6ad95bd54c6,0,hanners717#2022,missgene#7773,PhilH#1102,bear100#9085,8.4,False,for the recent voter pamphlet working session
529,6256d00b7d6ca6ad95bd561b,2022-01-10T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for the recent voter pamphlet working session,0,0,6256d00a7d6ca6ad95bd54c9,0,zhiwei#1356,AmwFund#0979,liviade#1387,Parrachia#0450,6.83,False,for the recent voter pamphlet working session
532,6256d00b7d6ca6ad95bd561e,2022-01-10T23:00:00.000Z,Mert Ozd#6679,Mount Manu#3530,for spearheading the creation of the TE Consilience Library Notion website and for becoming a critical part of 0mega in such a short span of time,0,0,6256d00a7d6ca6ad95bd548d,0,Zeptimus#3359,lee0007#8152,PhilH#1102,innov8tor3#3988,5.03,False,for spearheading the creation of the TE Consilience Library Notion website and for becoming a critical part of 0mega in such a short span of time
540,6256d00b7d6ca6ad95bd5626,2022-01-10T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,"for leading the Giveconomy launch, which was a success",0,0,0,621f79e443b89009366ca7d5,zhiwei#1356,Tam2140#9361,liviade#1387,bear100#9085,15.13,False,"for leading the Giveconomy launch, which was a success"
541,6256d00b7d6ca6ad95bd5627,2022-01-10T23:00:00.000Z,mateodaza#3156,Mount Manu#3530,"for leading the Giveconomy launch, which was a success",0,0,621f79e443b89009366ca7d8,621f79e443b89009366ca7d8,Mettodo#7010,missgene#7773,PhilH#1102,bear100#9085,5.2,False,"for leading the Giveconomy launch, which was a success"
542,6256d00b7d6ca6ad95bd5628,2022-01-10T23:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for contributing to our Comms / T.E.A.M. WG,0,6256d00b7d6ca6ad95bd55f1,0,0,zhiwei#1356,AmwFund#0979,tigeroid#2951,boonjue.eth#7124,4.83,False,for contributing to our Comms / T.E.A.M. WG
544,6256d00b7d6ca6ad95bd562a,2022-01-10T23:00:00.000Z,johnjonas#2307,Mount Manu#3530,for contributing to our Comms / T.E.A.M. WG,6256d00b7d6ca6ad95bd55fb,0,0,0,zhiwei#1356,Mike Brunt#0745,Usua◎ Silver#2618,"griff (💜, 💜)#8888",6.43,False,for contributing to our Comms / T.E.A.M. WG
545,6256d00b7d6ca6ad95bd562b,2022-01-10T23:00:00.000Z,ZER8🧠#9093,Mount Manu#3530,for contributing to our Comms / T.E.A.M. WG,0,0,6256d00b7d6ca6ad95bd5612,0,Mettodo#7010,Tam2140#9361,liviade#1387,Parrachia#0450,1.5,False,for contributing to our Comms / T.E.A.M. WG
551,6256d00b7d6ca6ad95bd5631,2022-01-10T23:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for contributing to our Comms / T.E.A.M. WG,0,6256d00b7d6ca6ad95bd55f0,0,0,Mettodo#7010,AmwFund#0979,divine_comedian#5493,"griff (💜, 💜)#8888",1.9,False,for contributing to our Comms / T.E.A.M. WG
554,6256d00b7d6ca6ad95bd5634,2022-01-10T23:00:00.000Z,liviade#1387,Mount Manu#3530,for the work they’ve done on the Rewards System research initiative,0,6256d00b7d6ca6ad95bd5603,0,0,Mettodo#7010,AmwFund#0979,divine_comedian#5493,boonjue.eth#7124,13.47,False,for the work they’ve done on the Rewards System research initiative
558,6256d00b7d6ca6ad95bd5638,2022-01-10T23:00:00.000Z,anna-marie#8824,Mount Manu#3530,for sharing great sushi together with Chuy in their Mexico City rendezvous,6256d00b7d6ca6ad95bd55a2,0,0,0,Maxwe11#7157,bends#3537,tigeroid#2951,innov8tor3#3988,8.93,False,for sharing great sushi together with Chuy in their Mexico City rendezvous
565,6256d00b7d6ca6ad95bd563f,2022-01-10T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,"for their work in Giveth, which energizes our whole community with giving vibes",0,6256d00b7d6ca6ad95bd5624,6256d00b7d6ca6ad95bd560b,0,Mount Manu#3530,bends#3537,tigeroid#2951,eduardovegap#0422,3.55,False,"for their work in Giveth, which energizes our whole community with giving vibes"
566,6256d00b7d6ca6ad95bd5640,2022-01-10T23:00:00.000Z,karmaticacid#1218,Mount Manu#3530,"for their work in Giveth, which energizes our whole community with giving vibes",0,6256d00b7d6ca6ad95bd560c,0,0,Zeptimus#3359,Mike Brunt#0745,shawn#7046,eduardovegap#0422,13.03,False,"for their work in Giveth, which energizes our whole community with giving vibes"
568,6256d00b7d6ca6ad95bd5642,2022-01-10T23:00:00.000Z,mateodaza#3156,Mount Manu#3530,"for their work in Giveth, which energizes our whole community with giving vibes",0,6256d00b7d6ca6ad95bd560d,621f79e443b89009366ca7d8,0,Mettodo#7010,missgene#7773,PhilH#1102,bear100#9085,2.63,False,"for their work in Giveth, which energizes our whole community with giving vibes"
